,prop,name,url,east,north,uarn,descrip,nav,rv,effdate,category,postcode,lattitude,longitude
37,DUNDEE CITY COUNCIL,"102 FOUNDRY LANE, DUNDEE, DD4 6AY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=044576&PPRN=044576&ASSESSOR_IDX=14#results,341097,730800,44576,CATTERY,"&pound;8,200","&pound;8,200",01/04/2023,CareFacilities,DD4 6AY,56.46562853,-2.95756523
38,DUNDEE CITY COUNCIL,"LILY WALKER CENTRE, 105 ANN STREET, DUNDEE, DD3 7TG",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=723412&PPRN=723412&ASSESSOR_IDX=14#results,340613,731208,723412,HOSTEL,"&pound;53,700","&pound;53,700",01/04/2023,CareFacilities,DD3 7TG,56.46923246,-2.96551217
39,DUNDEE CITY COUNCIL,"MENZIESHILL HOUSE, 201 EARN CRESCENT, DUNDEE, DD2 4GD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=811125&PPRN=811125&ASSESSOR_IDX=14#results,336275,730850,811125,HOME,"&pound;107,500","&pound;107,500",01/04/2023,CareFacilities,DD2 4GD,56.46544963,-3.03582149
40,THE SCOTTISH MINISTERS NHS TAYSIDE,"GLENLAW HOUSE KINGS CROSS HOSP, 274 CLEPINGTON ROAD, DUNDEE, DD3 8EA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=305521&PPRN=305521&ASSESSOR_IDX=14#results,339385,732040,305521,HOME,"&pound;23,600","&pound;23,600",01/04/2023,CareFacilities,DD3 8EA,56.4765493,-2.98563452
41,DUNDEE CITY COUNCIL,"THE JUNCTION, 296B STRATHMORE AVENUE, DUNDEE, DD3 6SH",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=801797&PPRN=801797&ASSESSOR_IDX=14#results,339290,731921,801797,HOSTEL,"&pound;47,700","&pound;47,700",01/04/2023,CareFacilities,DD3 6SH,56.47546808,-2.98714872
42,DUNDEE CITY COUNCIL,"THE ELMS, 317 SOUTH ROAD, DUNDEE, DD2 2RT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=791526&PPRN=791526&ASSESSOR_IDX=14#results,337092,731687,791526,HOME,"&pound;80,200","&pound;80,200",01/04/2023,CareFacilities,DD2 2RT,56.47307774,-3.02276711
43,DUNDEE CITY COUNCIL,"491 BROOK STREET, BROUGHTY FERRY, DUNDEE, DD5 2DZ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=741815&PPRN=741815&ASSESSOR_IDX=14#results,346794,730857,741815,HOSTEL & DAY CENTRE,"&pound;129,750","&pound;129,750",01/04/2023,CareFacilities,DD5 2DZ,56.46681921,-2.86513039
44,ST MARGARETS HOME LTD,"ST MARGARET'S HOME, VICTORIA ROAD, DUNDEE, DD1 2NB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=044877&PPRN=044877&ASSESSOR_IDX=14#results,340672,730885,44877,HOME,"&pound;32,300","&pound;32,300",01/04/2023,CareFacilities,DD1 2NB,56.46633852,-2.96448104
45,ABERLOUR CHILD CARE TRUST,"YOWTRUMMLE, AUCHTERHOUSE, DUNDEE, DD3 0QN",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=424013&PPRN=424013&ASSESSOR_IDX=14#results,333187,737630,424013,HOME,"&pound;25,000","&pound;25,000",01/04/2023,CareFacilities,DD3 0QN,56.52592093,-3.08766926
46,SSPCA,"ANIMAL SANCTUARY, PETTERDEN, DUNDEE, DD4 0QD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=772027&PPRN=772027&ASSESSOR_IDX=14#results,342431,739820,772027,ANIMAL SANCTUARY,"&pound;6,600","&pound;6,600",01/04/2023,CareFacilities,DD4 0QD,56.54681751,-2.93791762
47,HC-ONE LIMITED,"BALLUMBIE COURT NURSING HOME, BALLUMBIE ROAD, DUNDEE, DD4 0PD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=773121&PPRN=773121&ASSESSOR_IDX=14#results,344392,733756,773121,HOME,"&pound;121,000","&pound;121,000",01/04/2023,CareFacilities,DD4 0PD,56.49258276,-2.90472964
48,DUNDEE CITY COUNCIL,"CHILDREN'S RESPITE UNIT, GILLBURN ROAD, DUNDEE, DD3 0AB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0018&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=791669&PPRN=791669&ASSESSOR_IDX=14#results,339525,733164,791669,RESPITE UNIT,"&pound;19,300","&pound;19,300",01/04/2023,CareFacilities,DD3 0AB,56.48666403,-2.98362354
49,DESIGN DUNDEE LTD,"V & A MUSEUM OF DESIGN, 1 RIVERSIDE ESPLANADE, DUNDEE, DD1 4EZ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=321331&PPRN=321331&ASSESSOR_IDX=14#results,340492,729880,321331,MUSEUM,"&pound;4,155,000","&pound;4,155,000",01/04/2023,Cultural,DD1 4EZ,56.4572883,-2.9671722
50,FORTH CARE LTD (IN LIQUIDATION),"1A THISTLE STREET, DUNDEE, DD3 7RF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=762185&PPRN=762185&ASSESSOR_IDX=14#results,340021,731465,762185,DAY NURSERY,"&pound;17,300","&pound;17,300",01/04/2023,Cultural,DD3 7RF,56.47146579,-2.97517864
51,MS PAULA WILLIAMSON & MRS DEBBIE CLARK,"HAPPY DAYS NURSERY, 2 CLAVERHOUSE OLD ROAD, DUNDEE, DD4 9BY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=070861&PPRN=070861&ASSESSOR_IDX=14#results,340831,733594,70861,DAY NURSERY,"&pound;25,700","&pound;25,700",01/04/2023,Cultural,DD4 9BY,56.49069277,-2.96251718
52,LEARN & GROW CHILDCARE LTD,"HAREFIELD ROAD &, 2 CLEMENT PARK PLACE, DUNDEE, DD2 3JN",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=107290&PPRN=107290&ASSESSOR_IDX=14#results,337965,731902,107290,DAY NURSERY,"&pound;26,900","&pound;26,900",01/04/2023,Cultural,DD2 3JN,56.47512463,-3.00864999
53,SENSE SCOTLAND,"2 TEMPLE LANE, DUNDEE, DD1 4HA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=773445&PPRN=773445&ASSESSOR_IDX=14#results,339800,730109,773445,DAY CENTRE,"&pound;17,000","&pound;17,000",01/04/2023,Cultural,DD1 4HA,56.4592572,-2.97845159
54,DUNDEE AGE CONCERN,"FIVEWAYS DAY CENTRE, 2-4 CAIRD AVENUE, DUNDEE, DD3 8AW",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=792277&PPRN=792277&ASSESSOR_IDX=14#results,339698,731919,792277,DAY CENTRE,"&pound;62,100","&pound;62,100",01/04/2023,Cultural,DD3 8AW,56.47550264,-2.980526
55,DUNDEE CITY COUNCIL,"BROUGHTY CASTLE, 3 CASTLE APPROACH, BROUGHTY FERRY, DUNDEE, DD5 2TF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=052894&PPRN=052894&ASSESSOR_IDX=14#results,346474,730426,52894,MUSEUM,"&pound;7,200","&pound;7,200",01/04/2023,Cultural,DD5 2TF,56.46291133,-2.87023467
56,MS SUSAN SWAINE T/A RED SQUIRREL NURSERY,"3 MIDDLE ROAD, LIFF, DUNDEE, DD2 5SP",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=302361&PPRN=302361&ASSESSOR_IDX=14#results,334294,732696,302361,DAY NURSERY,"&pound;28,900","&pound;28,900",01/04/2023,Cultural,DD2 5SP,56.48175846,-3.06843121
57,HAROON RASHID,"1/0, 3-5 RAGLAN STREET, DUNDEE, DD4 6NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=737052&PPRN=737052&ASSESSOR_IDX=14#results,341134,731142,737052,DAY NURSERY,"&pound;11,000","&pound;11,000",01/04/2023,Cultural,DD4 6NT,56.46870522,-2.95704221
58,BUTTONS AND BOWS DUNDEE LTD,"3-5 RAGLAN STREET, DUNDEE, DD4 6NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=794499&PPRN=794499&ASSESSOR_IDX=14#results,341134,731142,794499,DAY NURSERY,"&pound;15,400","&pound;15,400",01/04/2023,Cultural,DD4 6NT,56.46870522,-2.95704221
59,BERTRAM NURSERY GROUP LTD,"5 EXPLORER ROAD, DUNDEE TECHNOLOGY PARK, DUNDEE, DD2 1EG",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=812925&PPRN=812925&ASSESSOR_IDX=14#results,335065,731457,812925,DAY NURSERY,"&pound;46,500","&pound;46,500",01/04/2023,Cultural,DD2 1EG,56.47073653,-3.05560636
60,THE WHITEHALL THEATRE TRUST,"WHITEHALL, 12 BELLFIELD STREET, DUNDEE, DD1 5JA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=083840&PPRN=083840&ASSESSOR_IDX=14#results,339207,730000,83840,THEATRE,"&pound;26,200","&pound;26,200",01/04/2023,Cultural,DD1 5JA,56.4582019,-2.98804692
61,PARKVIEW NURSERY SCHOOL LTD,"15A DUDHOPE TERRACE, DUNDEE, DD3 6HH",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=091309&PPRN=091309&ASSESSOR_IDX=14#results,339132,730753,91309,DAY NURSERY,"&pound;37,500","&pound;37,500",01/04/2023,Cultural,DD3 6HH,56.46495575,-2.98943988
62,DUNDEE ART SOCIETY,"17 ROSEANGLE, DUNDEE, DD1 4LP",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=085642&PPRN=085642&ASSESSOR_IDX=14#results,339478,729685,85642,ART GALLERY,"&pound;10,300","&pound;10,300",01/04/2023,Cultural,DD1 4LP,56.45540737,-2.98357715
63,KATHRYN RATTRAY,"FIRST FLOOR, 20 MILNBANK ROAD, DUNDEE, DD1 5QE",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=330440&PPRN=330440&ASSESSOR_IDX=14#results,339029,730413,330440,ART GALLERY,"&pound;4,100","&pound;4,100",14/10/2024,Cultural,DD1 5QE,56.4618885,-2.99103149
64,ONE PARENT FAMILIES,"DUNFIN CLOSE G/2, 20 GRAMPIAN GARDENS, DUNDEE, DD4 9QZ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=796644&PPRN=796644&ASSESSOR_IDX=14#results,342522,733925,796644,DAY NURSERY,"&pound;5,000","&pound;5,000",01/04/2023,Cultural,DD4 9QZ,56.4938759,-2.93513236
65,DUNDEE INDUSTRIAL HERITAGE LTD,"25-29 WEST HENDERSONS WYND, DUNDEE, DD1 5BT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=084427&PPRN=084427&ASSESSOR_IDX=14#results,339492,730397,84427,HERITAGE CENTRE,"&pound;124,750","&pound;124,750",01/04/2023,Cultural,DD1 5BT,56.46180457,-2.98351555
66,ROSEANGLE HOUSE NURSERY LTD,"27 ROSEANGLE, DUNDEE, DD1 4LS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=307356&PPRN=307356&ASSESSOR_IDX=14#results,339409,729626,307356,DAY NURSERY,"&pound;24,900","&pound;24,900",01/04/2023,Cultural,DD1 4LS,56.45486853,-2.98468276
67,DAISIES KINDERGARTEN TOO LTD,"33 SEAFIELD ROAD, DUNDEE, DD1 4NR",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=307540&PPRN=307540&ASSESSOR_IDX=14#results,339201,729597,307540,DAY NURSERY,"&pound;20,700","&pound;20,700",01/04/2023,Cultural,DD1 4NR,56.45458123,-2.98805018
68,CAMPHILL GROVE CARE LTD T/A LITTLE PEOPLE DAY NURSERY,"UNIT 1  MAGPIE HOUSE, 42 BAIRD AVENUE, DRYBURGH INDUSTRIAL ESTATE, DUNDEE, DD2 3TN",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=739145&PPRN=739145&ASSESSOR_IDX=14#results,337825,732815,739145,DAY NURSERY,"&pound;21,300","&pound;21,300",01/04/2023,Cultural,DD2 3TN,56.48330733,-3.01114065
69,MS EMMA WILSON T/A RUGRATS NURSERY,"50 HADDINGTON CRESCENT, DUNDEE, DD4 0NA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=303110&PPRN=303110&ASSESSOR_IDX=14#results,343526,733400,303110,DAY NURSERY,"&pound;11,500","&pound;11,500",01/04/2023,Cultural,DD4 0NA,56.48928174,-2.9187145
70,THE TAYSIDE COUNCIL ON ALCOHOL,"THE WISHART, 50 CONSTABLE STREET, DUNDEE, DD4 6AD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=786314&PPRN=786314&ASSESSOR_IDX=14#results,340872,730814,786314,DAY CENTRE,"&pound;45,400","&pound;45,400",01/04/2023,Cultural,DD4 6AD,56.46572599,-2.96121946
71,PAMELA GALL,"56 TORRIDON ROAD, BROUGHTY FERRY, DUNDEE, DD5 3HB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=750546&PPRN=750546&ASSESSOR_IDX=14#results,346798,731945,750546,DAY NURSERY,"&pound;8,300","&pound;8,300",01/04/2023,Cultural,DD5 3HB,56.47659303,-2.86528795
72,MRS ANNE & MISS STACEY MYLES T/A BUTTERFLIES NURSERY,"56 WILLIAM FITZGERALD WAY, DUNDEE, DD4 9FB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=798538&PPRN=798538&ASSESSOR_IDX=14#results,341155,734243,798538,DAY NURSERY,"&pound;12,300","&pound;12,300",01/04/2023,Cultural,DD4 9FB,56.49656314,-2.957403
73,DUNDEE DRAMATIC SOCIETY,"58 VICTORIA ROAD, DUNDEE, DD1 2NU",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=&ASSESSOR_ID=tayside&CLASS=0008&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=091553&PPRN=091553&ASSESSOR_IDX=14#results,340337,730785,91553,THEATRE,"&pound;11,000","&pound;11,000",01/04/2023,Cultural,DD1 2NU,56.4653978,-2.96989422
